序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
94,正压送风口,GP,320*(1800+250),铝合金+镀锌板,1,只,1556,1556,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
95,正压送风口,GP,450*(1500+250),铝合金+镀锌板,1,只,1629,1629,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
96,正压送风口,GP,500*(1000+250),铝合金+镀锌板,1,只,1202,1202,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
97,正压送风口,GP,500*(1200+250),铝合金+镀锌板,1,只,1308,1308,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
98,正压送风口,GP,500*(800+250),铝合金+镀锌板,2,只,1095,2190,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
99,正压送风口,GP,600*(1000+250),铝合金+镀锌板,1,只,1316,1316,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
100,正压送风口,GP,700*(800+250),铝合金+镀锌板,3,只,1310,3930,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
101,正压送风口,GP,800*(800+250),铝合金+镀锌板,3,只,1418,4254,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
102,静压箱,,1000*1000*1500(h),镀锌板,2,只,1634,3268,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
103,静压箱,,1200*1000*1500(h),镀锌板,1,只,1839,1839,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
104,静压箱,,1200*1200*800(h),镀锌板,1,只,1373,1373,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
105,静压箱,,1300*1000*1500(h),镀锌板,2,只,1941,3882,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
106,静压箱,,1800*1200*1000(h),镀锌板,1,只,2108,2108,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
107,静压箱,,2050*600*600(h),镀锌板,1,只,1153,1153,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
108,静压箱,,2300*2400*600(h),镀锌板,1,只,3408,3408,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
109,静压箱,,2500*320*600,镀锌板,1,只,1018,1018,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
110,静压箱,,2600*1200*700(h),镀锌板,1,只,2362,2362,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
111,静压箱,,2600*1700*500(h),镀锌板,1,只,2684,2684,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
112,静压箱,,2600*800*600(h),镀锌板,1,只,1684,1684,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
113,静压箱,,2700*1600*500(h),镀锌板,1,只,2644,2644,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
114,静压箱,,2800*1800*500(h),镀锌板,1,只,2999,2999,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
115,静压箱,,2800*700*400(h),镀锌板,1,只,1373,1373,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
116,静压箱,,3000*2000*550(h),镀锌板,1,只,3575,3575,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
117,静压箱,,3000*2000*600(h),镀锌板,1,只,3678,3678,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
118,静压箱,,3100*2600*650(h),镀锌板,1,只,4808,4808,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
119,静压箱,,3200*500*1500(h),镀锌板,1,只,2922,2922,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
120,静压箱,,3400*2000*400(h),镀锌板,1,只,3661,3661,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
121,静压箱,,3500*900*2300(h),镀锌板,1,只,5422,5422,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
122,静压箱,,3550*1800*600(h),镀锌板,1,只,3923,3923,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
123,静压箱,,3600*2200*500(h),镀锌板,1,只,4422,4422,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
124,静压箱,,3900*1300*2500(h),镀锌板,1,只,7383,7383,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
125,静压箱,,4000*2400*500(h),镀锌板,1,只,5230,5230,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
126,静压箱,,4200*1600*1500(h),镀锌板,1,只,6301,6301,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
127,静压箱,,4450*800*800(h),镀锌板,1,只,3171,3171,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
128,静压箱,,4550*1100*2850(h),镀锌板,1,只,8625,8625,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
129,静压箱,,4700*1800*2000(h),镀锌板,1,只,8769,8769,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
130,静压箱,,4700*1800*500(h),镀锌板,1,只,4785,4785,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
131,静压箱,,4800*1300*2300(h),镀锌板,1,只,8282,8282,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
132,静压箱,,5800*2000*800(h),镀锌板,1,只,7290,7290,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
133,静压箱,,6000*3500*600(h),镀锌板,1,只,10910,10910,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
134,静压箱,,7100*1300*500(h),镀锌板,1,只,5488,5488,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
135,静压箱,,7500*2500*400(h),镀锌板,1,只,9296,9296,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
136,静压箱,,7700*1700*500(h),镀锌板,1,只,7270,7270,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
137,静压箱,,8000*2200*500(h),镀锌板,1,只,9276,9276,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
138,单层格栅风口,AH,1000*500,铝合金,1,只,161,161,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
139,单层格栅风口,AH,1000*700,铝合金,1,只,212,212,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
140,单层格栅风口,AH,100*100,铝合金,1,只,38,38,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
141,单层格栅风口,AH,100*150,铝合金,2,只,39,78,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
142,单层格栅风口,AH,1200*600,铝合金,1,只,216,216,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
143,单层格栅风口,AH,1200*700,铝合金,1,只,247,247,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
144,单层格栅风口,AH,150*120,铝合金,2,只,39,78,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
145,单层格栅风口,AH,150*200,铝合金,2,只,41,82,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
146,单层格栅风口,AH,150*300,铝合金,1,只,46,46,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
147,单层格栅风口,AH,200*100,铝合金,2,只,40,80,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
148,单层格栅风口,AH,200*150,铝合金,2,只,41,82,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
149,单层格栅风口,AH,200*200,铝合金,2,只,44,88,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
150,单层格栅风口,AH,200*300,铝合金,4,只,50,200,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
151,单层格栅风口,AH,200*400,铝合金,3,只,56,168,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
152,单层格栅风口,AH,250*200,铝合金,2,只,48,96,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
153,单层格栅风口,AH,300*150,铝合金,13,只,46,598,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
154,单层格栅风口,AH,300*200,铝合金,6,只,50,300,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
155,单层格栅风口,AH,400*200,铝合金,5,只,56,280,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
156,单层格栅风口,AH,450*200,铝合金,2,只,57,114,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
157,单层格栅风口,AH,500*200,铝合金,4,只,59,236,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
158,单层格栅风口,AH,500*250,铝合金,5,只,67,335,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
159,单层格栅风口,AH,500*300,铝合金,2,只,71,142,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
160,单层格栅风口,AH,圆150,铝合金,1,只,60,60,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
161,单层格栅风口,AH,圆200,铝合金,43,只,67,2881,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
162,单层格栅风口带阀,AH/D,1000*800,铝合金,2,只,416,832,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
163,单层格栅风口带阀,AH/D,1800*1000,铝合金,2,只,868,1736,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
164,单层格栅风口带阀,AH/D,1800*1500,铝合金,1,只,1274,1274,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
165,单层格栅风口带阀,AH/D,1800*400,铝合金,1,只,380,380,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
166,单层格栅风口带阀,AH/D,2000*1800,铝合金,1,只,1681,1681,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
167,单层格栅风口带阀,AH/D,2200*800,铝合金,1,只,849,849,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
168,单层格栅风口,AV,1000*1000,铝合金,4,只,286,1144,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
169,单层格栅风口,AV,1000*1200,铝合金,18,只,336,6048,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
170,单层格栅风口,AV,1000*2000,铝合金,2,只,538,1076,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
171,单层格栅风口,AV,1000*400,铝合金,4,只,203,812,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
172,单层格栅风口,AV,1000*500,铝合金,1,只,241,241,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
173,单层格栅风口,AV,1000*600,铝合金,16,只,279,4464,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
174,单层格栅风口,AV,1000*700,铝合金,38,只,317,12046,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
175,单层格栅风口,AV,1000*800,铝合金,2,只,355,710,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
176,单层格栅风口,AV,100*100,铝合金,13,只,56,728,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
177,单层格栅风口,AV,100*150,铝合金,8,只,59,472,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
178,单层格栅风口,AV,1200*450,铝合金,3,只,257,771,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
179,单层格栅风口,AV,120*120,铝合金,1,只,57,57,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
180,单层格栅风口,AV,120*150,铝合金,3,只,59,177,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
181,单层格栅风口,AV,120*160,铝合金,5,只,59,295,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
182,单层格栅风口,AV,120*200,铝合金,12,只,60,720,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
183,单层格栅风口,AV,120*300,铝合金,10,只,65,650,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
184,单层格栅风口,AV,1250*630,铝合金,2,只,350,700,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
185,单层格栅风口,AV,1400*700,铝合金,6,只,423,2538,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
186,单层格栅风口,AV,1400*800,铝合金,2,只,476,952,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
187,单层格栅风口,AV,1500*800,铝合金,2,只,506,1012,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
188,单层格栅风口,AV,150*120,铝合金,5,只,59,295,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
189,单层格栅风口,AV,150*200,铝合金,2,只,64,128,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
