序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
103,给排水,铸铁不锈钢芯闸阀,DN65,,,,,,,,个,12,440.70796460176996,5288.495575221239,0.13,687.5044247787611,5976,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
104,给排水,闸阀,DN150,,,,,,,,个,3,767.2566371681417,2301.769911504425,0.13,299.2300884955753,2601.0000000000005,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
105,给排水,闸阀,DN100,,,,,,,,个,6,522.1238938053098,3132.7433628318586,0.13,407.25663716814165,3540,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
106,给排水,闸阀,DN80,,,,,,,,个,5,362.83185840707966,1814.1592920353983,0.13,235.8407079646018,2050,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
107,给排水,闸阀,DN65,,,,,,,,个,1,256.63716814159295,256.63716814159295,0.13,33.362831858407084,290.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
108,给排水,止回阀,DN150,,,,,,,,个,16,569.9115044247789,9118.584070796462,0.13,1185.4159292035401,10304.000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
109,给排水,止回阀,DN100,,,,,,,,个,1,371.6814159292036,371.6814159292036,0.13,48.31858407079647,420.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
110,给排水,止回阀,DN80,,,,,,,,个,42,249.55752212389382,10481.41592920354,0.13,1362.5840707964603,11844,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
111,给排水,止回阀,DN65,,,,,,,,个,36,203.53982300884957,7327.433628318584,0.13,952.566371681416,8280,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
112,给排水,止回阀,DN80,,,,,,,,个,1,249.55752212389382,249.55752212389382,0.13,32.442477876106196,282,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
113,给排水,止回阀,DN150,,,,,,,,个,1,569.9115044247789,569.9115044247789,0.13,74.08849557522126,644.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
114,给排水,止回阀,DN100,,,,,,,,个,1,371.6814159292036,371.6814159292036,0.13,48.31858407079647,420.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
115,给排水,止回阀,DN80,,,,,,,,个,1,249.55752212389382,249.55752212389382,0.13,32.442477876106196,282,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
116,给排水,止回阀,DN65,,,,,,,,个,2,203.53982300884957,407.07964601769913,0.13,52.92035398230089,460,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
117,给排水,止回阀,DN100,,,,,,,,个,2,371.6814159292036,743.3628318584072,0.13,96.63716814159294,840.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
