序号,产品名称,型号,流量Q(m3/h),扬程H(m),转数,功率N(KW),数量,税率,单价,总价,品牌,备        注
,链条,6mm,,,,,2,0.13,105,210,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,2,0.13,70,140,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
41,B3生活水泵房集水井排水泵,65WQ11085,40,30,2900,5.5,3,0.13,3500,10500,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,自耦,GAK65,,,,,3,0.13,500,1500,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,导杆,32*1.2,,,,,3,0.13,330,990,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,链条,6mm,,,,,3,0.13,105,315,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,3,0.13,70,210,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
42,B3地库冲洗集水井排水泵,65WQ11091A,25,25,2890,4,2,0.13,2330,4660,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,自耦,GAK65,,,,,2,0.13,500,1000,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,导杆,32*1.2,,,,,2,0.13,330,660,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,链条,6mm,,,,,2,0.13,105,210,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,2,0.13,70,140,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
43,B3地库冲洗集水井排水泵,65WQ11091A,25,25,2890,4,2,0.13,2330,4660,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,自耦,GAK65,,,,,2,0.13,500,1000,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,导杆,32*1.2,,,,,2,0.13,330,660,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,链条,6mm,,,,,2,0.13,105,210,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,2,0.13,70,140,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
44,B3消防电梯集水井排水泵,65WQ11085,40,30,2900,5.5,2,0.13,3500,7000,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,自耦,GAK65,,,,,2,0.13,500,1000,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,导杆,32*1.2,,,,,2,0.13,760,1520,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,链条,6mm,,,,,2,0.13,240,480,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,2,0.13,120,240,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
45,人防区移动电站集水井,50WQ11063,12,22,2840,2.2,1,0.13,1600,1600,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,自耦,GAK50,,,,,1,0.13,400,400,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,导杆,32*1.2,,,,,1,0.13,330,330,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,链条,6mm,,,,,1,0.13,105,105,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
,浮球,/,,,,,1,0.13,70,70,东方,2025.7.15，货到现场1个月付至到货金额95%，供货完成提供5%两年银行质保函
