序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
154,风阀,MEEC,630*400,2mm,1,个,553,553,扬州新扬,全自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
155,风阀,MVD,1600*500,1.6mm,1,个,447,447,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
156,风阀,NRD,1000*320,1.6mm,1,个,309,309,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
157,风阀,NRD,1000*400,1.6mm,4,个,336,1344,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
158,风阀,NRD,1000*500,1.6mm,4,个,369,1476,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
159,风阀,NRD,1000*630,1.6mm,1,个,413,413,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
160,风阀,NRD,1000*800,1.6mm,3,个,470,1410,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
161,风阀,NRD,1250*1000,1.6mm,1,个,621,621,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
162,风阀,NRD,1250*400,1.6mm,4,个,394,1576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
163,风阀,NRD,1250*630,1.6mm,1,个,481,481,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
164,风阀,NRD,1250*800,1.6mm,2,个,546,1092,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
165,风阀,NRD,1500*1000,1.6mm,1,个,705,705,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
166,风阀,NRD,160*120,1.6mm,1,个,83,83,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
167,风阀,NRD,1600*400,1.6mm,1,个,477,477,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
168,风阀,NRD,1600*630,1.6mm,1,个,577,577,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
169,风阀,NRD,1600*800,1.6mm,2,个,651,1302,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
170,风阀,NRD,200*120,1.6mm,5,个,91,455,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
171,风阀,NRD,250*120,1.6mm,3,个,100,300,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
172,风阀,NRD,250*250,1.6mm,3,个,128,384,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
173,风阀,NRD,250*400,1.6mm,1,个,159,159,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
174,风阀,NRD,2500*800,1.6mm,2,个,924,1848,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
175,风阀,NRD,320*120,1.6mm,5,个,113,565,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
176,风阀,NRD,320*160,1.6mm,1,个,122,122,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
177,风阀,NRD,320*200,1.6mm,78,个,131,10218,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
178,风阀,NRD,400*160,1.6mm,5,个,138,690,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
179,风阀,NRD,400*200,1.6mm,15,个,147,2205,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
180,风阀,NRD,400*250,1.6mm,17,个,159,2703,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
181,风阀,NRD,400*320,1.6mm,4,个,176,704,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
182,风阀,NRD,400*400,1.6mm,3,个,194,582,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
183,风阀,NRD,400*500,1.6mm,1,个,218,218,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
184,风阀,NRD,400*630,1.6mm,1,个,248,248,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
185,风阀,NRD,500*120,1.6mm,1,个,147,147,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
186,风阀,NRD,500*200,1.6mm,3,个,168,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
187,风阀,NRD,500*250,1.6mm,11,个,180,1980,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
188,风阀,NRD,500*320,1.6mm,4,个,198,792,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
189,风阀,NRD,500*500,1.6mm,1,个,243,243,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
190,风阀,NRD,500*800,1.6mm,1,个,319,319,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
191,风阀,NRD,630*200,1.6mm,1,个,194,194,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
192,风阀,NRD,630*320,1.6mm,7,个,227,1589,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
193,风阀,NRD,630*400,1.6mm,1,个,248,248,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
194,风阀,NRD,630*500,1.6mm,1,个,276,276,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
195,风阀,NRD,630*630,1.6mm,2,个,311,622,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
196,风阀,NRD,630*800,1.6mm,1,个,358,358,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
197,风阀,NRD,750*320,1.6mm,1,个,253,253,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
198,风阀,NRD,750*450,1.6mm,1,个,291,291,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
199,风阀,NRD,800*1150,1.6mm,2,个,515,1030,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
200,风阀,NRD,800*1200,1.6mm,1,个,530,530,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
201,风阀,NRD,800*1250,1.6mm,1,个,546,546,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
202,风阀,NRD,800*320,1.6mm,1,个,264,264,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
203,风阀,NRD,800*400,1.6mm,2,个,288,576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
204,风阀,NRD,800*500,1.6mm,2,个,319,638,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
205,风阀,NRD,800*630,1.6mm,1,个,358,358,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
206,风阀,NRD,800*800,1.6mm,1,个,409,409,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
207,风阀,NRD,800*900,1.6mm,2,个,440,880,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
208,风阀,VD,1000*400,1.6mm,3,个,285,855,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
209,风阀,VD,1000*500,1.6mm,2,个,315,630,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
210,风阀,VD,1000*630,1.6mm,2,个,353,706,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
211,风阀,VD,1000*800,1.6mm,1,个,403,403,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
212,风阀,VD,120*100,1.6mm,28,个,55,1540,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
213,风阀,VD,1200*1000,1.6mm,1,个,520,520,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
214,风阀,VD,1250*1000,1.6mm,1,个,535,535,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
215,风阀,VD,1250*1250,1.6mm,2,个,618,1236,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
216,风阀,VD,1250*320,1.6mm,1,个,310,310,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
217,风阀,VD,1250*400,1.6mm,3,个,337,1011,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
218,风阀,VD,1250*500,1.6mm,1,个,370,370,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
219,风阀,VD,1250*630,1.6mm,2,个,413,826,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
220,风阀,VD,1250*800,1.6mm,4,个,469,1876,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
221,风阀,VD,1500*1000,1.6mm,1,个,609,609,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
222,风阀,VD,160*120,1.6mm,58,个,64,3712,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
223,风阀,VD,1600*500,1.6mm,3,个,447,1341,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
224,风阀,VD,1600*650,1.6mm,1,个,504,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
225,风阀,VD,1600*800,1.6mm,3,个,561,1683,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
226,风阀,VD,1700*650,1.6mm,1,个,528,528,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
227,风阀,VD,1800*650,1.6mm,1,个,553,553,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
228,风阀,VD,1800*800,1.6mm,1,个,614,614,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
229,风阀,VD,1830*650,1.6mm,1,个,560,560,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
230,风阀,VD,200*100,1.6mm,25,个,68,1700,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
231,风阀,VD,200*120,1.6mm,28,个,71,1988,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
232,风阀,VD,200*200,1.6mm,7,个,85,595,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
233,风阀,VD,250*120,1.6mm,474,个,79,37446,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
234,风阀,VD,250*200,1.6mm,6,个,94,564,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
235,风阀,VD,250*250,1.6mm,3,个,103,309,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
236,风阀,VD,250*400,1.6mm,2,个,131,262,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
237,风阀,VD,2500*800,1.6mm,2,个,800,1600,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
238,风阀,VD,320*120,1.6mm,189,个,91,17199,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
239,风阀,VD,320*160,1.6mm,5,个,99,495,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
240,风阀,VD,320*200,1.6mm,72,个,106,7632,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
241,风阀,VD,320*250,1.6mm,2,个,116,232,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
242,风阀,VD,400*120,1.6mm,28,个,104,2912,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
243,风阀,VD,400*160,1.6mm,15,个,112,1680,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
244,风阀,VD,400*200,1.6mm,15,个,120,1800,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
245,风阀,VD,400*250,1.6mm,29,个,131,3799,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
246,风阀,VD,400*320,1.6mm,8,个,145,1160,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
247,风阀,VD,400*400,1.6mm,2,个,162,324,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
248,风阀,VD,400*500,1.6mm,1,个,182,182,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
249,风阀,VD,500*120,1.6mm,17,个,120,2040,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
250,风阀,VD,500*200,1.6mm,7,个,138,966,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
251,风阀,VD,500*250,1.6mm,37,个,149,5513,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
252,风阀,VD,500*320,1.6mm,72,个,165,11880,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
253,风阀,VD,500*500,1.6mm,4,个,204,816,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
254,风阀,VD,500*800,1.6mm,1,个,270,270,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
255,风阀,VD,630*200,1.6mm,3,个,161,483,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
256,风阀,VD,630*320,1.6mm,41,个,190,7790,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
257,风阀,VD,630*400,1.6mm,1,个,209,209,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
258,风阀,VD,630*630,1.6mm,1,个,264,264,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
259,风阀,VD,630*800,1.6mm,1,个,305,305,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
260,风阀,VD,750*320,1.6mm,1,个,213,213,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
261,风阀,VD,750*450,1.6mm,2,个,247,494,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
262,风阀,VD,800*1150,1.6mm,2,个,442,884,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
263,风阀,VD,800*1200,1.6mm,1,个,456,456,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
264,风阀,VD,800*200,1.6mm,18,个,191,3438,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
265,风阀,VD,800*250,1.6mm,1,个,204,204,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
266,风阀,VD,800*320,1.6mm,2,个,223,446,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
267,风阀,VD,800*400,1.6mm,3,个,244,732,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
268,风阀,VD,800*500,1.6mm,1,个,270,270,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
269,风阀,VD,800*800,1.6mm,1,个,350,350,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
270,风阀,对开多叶调节阀,500*320,1.6mm,2,个,165,330,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
271,风阀,对开多叶调节阀,800*320,1.6mm,3,个,223,669,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
272,风阀,对开多叶调节阀,D560,1.6mm,2,个,231,462,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
273,风阀,BEC,1000*1000,2mm,2,个,1068,2136,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
274,风阀,BEC,1000*200,2mm,4,个,534,2136,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
275,风阀,BEC,1000*320,2mm,8,个,576,4608,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
276,风阀,BEC,1000*400,2mm,9,个,605,5445,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
277,风阀,BEC,1000*500,2mm,1,个,640,640,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
278,风阀,BEC,1000*630,2mm,1,个,687,687,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
279,风阀,BEC,1000*750,2mm,1,个,729,729,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
280,风阀,BEC,1250*250,2mm,1,个,607,607,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
281,风阀,BEC,1250*320,2mm,25,个,635,15875,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
282,风阀,BEC,1250*400,2mm,1,个,667,667,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
283,风阀,BEC,1250*630,2mm,2,个,759,1518,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
284,风阀,BEC,1600*250,2mm,1,个,934,934,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
285,风阀,BEC,1600*320,2mm,2,个,966,1932,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
286,风阀,BEC,1600*500,2mm,1,个,1050,1050,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
287,风阀,BEC,1600*630,2mm,2,个,1110,2220,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
288,风阀,BEC,1600*800,2mm,1,个,1189,1189,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
289,风阀,BEC,1700*300,2mm,116,个,980,113680,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
290,风阀,BEC,1800*320,2mm,6,个,1013,6078,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
291,风阀,BEC,2000*400,2mm,1,个,1103,1103,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
292,风阀,BEC,2000*500,2mm,6,个,1157,6942,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
293,风阀,BEC,400*500,2mm,1,个,480,480,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
294,风阀,BEC,500*320,2mm,2,个,459,918,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
295,风阀,BEC,500*400,2mm,12,个,480,5760,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
296,风阀,BEC,630*320,2mm,5,个,489,2445,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
297,风阀,BEC,630*400,2mm,4,个,512,2048,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
298,风阀,BEC,630*500,2mm,15,个,542,8130,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
299,风阀,BEC,700*400,2mm,1,个,530,530,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
300,风阀,BEC,800*250,2mm,3,个,507,1521,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
301,风阀,BEC,800*320,2mm,4,个,529,2116,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
302,风阀,BEC,800*400,2mm,55,个,555,30525,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
303,风阀,BEC,800*500,2mm,21,个,587,12327,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
304,风阀,BEC,800*630,2mm,1,个,629,629,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
305,风阀,BEC,850*350,2mm,8,个,551,4408,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
306,风阀,BEC,1250*300,2mm,1,个,627,627,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
307,风阀,BEC,850*500,2mm,1,个,600,600,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
